comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes
DI20240828055100-15861386,DI20240828055100,Andorra eterna,"8/28/2024, 3:48:20 AM",2024-08-28 03:48:20,"Aquesta llei consagra la protecció dels cacics pot negra, que són els que controlen el mercat de lloguer,  en detriment dels petits inversors, d'aquí i de fora, en els que refocalitza interessadament el problema.  És fer algo per a què res no canviÏ. ",,,
DI20240828055100-15861381,DI20240828055100,Anticomunista,"8/28/2024, 3:47:38 AM",2024-08-28 03:47:38,El comunisme a Andorra comença ara. Primer capitol,,,
DI20240828055100-15864712,DI20240828055100,"Cert, pero vé de lluny","8/28/2024, 9:25:22 AM",2024-08-28 09:25:22,"Tens raó, pero va començar l'any 1993. El que passa es que la majoria de la població veu les repercusions ara. A Andorra hi han hagut moltes víctimes (propietaris) en aquestes últimes décades, pero representen una minoria de la societat i han estat silenciades per els mitjans i per gran part de la societat.",15861381,,
DI20240828055100-15861159,DI20240828055100,Òmnibus per polítics,"8/28/2024, 3:06:17 AM",2024-08-28 03:06:17,"Jo proposo que es faci un llei òmnibus als polítics que han votat de forma favorable a aquesta llei. És a dir, que els seus bens i salaris siguin ""congelats"" per al bé social. Això inclou tot, incloent membres de les seves respectives famílies. Si ells tenen drets als nostres béns, nosaltres tenim dret als seus, més quan ells han votat de forma favorable a dita llei (i ni han proves d'això).",,,
DI20240828055100-15861473,DI20240828055100,Doncs si,"8/28/2024, 4:03:09 AM",2024-08-28 04:03:09,"Totalment d'acord que pringin ells amb tot lo seus, a veure que tal ",15861159,,
DI20240828055100-15861081,DI20240828055100,Gràcies Carine,"8/28/2024, 2:49:29 AM",2024-08-28 02:49:29,"Gràcies Carine per defensar la propietat privada. Ets la primera política que ho ha fet des de 1993. No coincideixo amb altres coses que defenses. Pero el fet de que NO vulguis robar als ciutadans, diu molt a favor de la teva persona. Tens el meu vot.",,,
DI20240828055100-15860967,DI20240828055100,Lluis,"8/28/2024, 2:24:30 AM",2024-08-28 02:24:30,"El comunisme s'estén per Europa com una taca d'oli malatissa. Els abusos els fan els poderosos, no la clase mitja, però els cobards comunistes sempre esquilmen als mateixos. Semble com si la autèntica força impulsora fos l'enveja i la rencunia. ",,,
DI20240828055100-15860862,DI20240828055100,Robar,"8/28/2024, 2:02:27 AM",2024-08-28 02:02:27,"La llei òmnibus és un robatori al privat, una altra cosa és que es fes a partir dels pisos en data d'avui,la gent va comprar els pisos legalment amb la llei d'aquell moment, ara canviar les regles del joc és un ROBATORI, torno a dir. Els polítics (a qui se'ls hauria de abaixar el sou ) són com el sheriff de Nottingham a Sherwood, o una dictadura comunista, només saben que posar la mà a les butxaques dels que han posat els seus estalvis al país i han confiat en Andorra.",,,
DI20240828055100-15862782,DI20240828055100,FULL VERY FULL,"8/28/2024, 6:30:59 AM",2024-08-28 06:30:59,"Baixar el sou no , directament posan-los fora, MASSES TRAGADERES QUE TENIM AQUEST PAIS",15860862,,
DI20240828055100-15860695,DI20240828055100,Global,"8/28/2024, 1:25:04 AM",2024-08-28 01:25:04,"Visca AE ! Carina, et vull com a cap de govern ! 👍",,,
DI20240828055100-15860589,DI20240828055100,Ciutadana,"8/28/2024, 1:00:16 AM",2024-08-28 01:00:16,Concordia: FEU PENA!,,,
DI20240828055100-15860584,DI20240828055100,Escaldenc insubmís,"8/28/2024, 12:59:54 AM",2024-08-28 00:59:54,"A.E. s'està erigint en ésser l'únic partit que defensa un espectre de dreta moderada. DA, PS i Concòrdia ja s'han ancorat a l'esquerra populista. El panorama és diàfan. Si no aterra una força de dreta dura (difícil escenari), A.E. englobarà tot el que no sigui progre a Andorra. S'ho ha guanyat, s'ho té merescut!",,,
DI20240828055100-15860163,DI20240828055100,Prou comunisme,"8/27/2024, 11:26:09 PM",2024-08-27 23:26:09,"S'ha de paralitzar tota la llei omnibus. Volem un partit d'ultradreta ja, que pari totes aauestea lleis comunistes, expropiacions, robo de llicencies a negocis andorrans (pisos turistics) i defensi la feina dels cdnts de persones que viuen de fer aauesta feina i no la volen perdre. DA ESTA ACAVAT, I s'ha de parat tot i no deixarlis fer res fins que hi hagin eleccions, han de decidir altres pdrsones acceptades x el.poble",,,
DI20240828055100-15861059,DI20240828055100,DRETS,"8/28/2024, 2:45:18 AM",2024-08-28 02:45:18,"Totalment. Mai he anat a votar a cap partit (perqué tots van a lo que van) pero aquest cop si un partit presenta al seu programa electoral, la defensa de la propietat privada, aniré a votar-lo (més igual la seva posició en la resta d'afers). Ja ni ha prou de que ens robin el que es nostre, amb l'objectiu de que inversors internacionals puguin adquirir el pais a preu de saldo. ",15860163,,
DI20240828055100-15860699,DI20240828055100,Prou especulació,"8/28/2024, 1:26:33 AM",2024-08-28 01:26:33,Els pisos turístics s'haurien de prohibir i penar. ,15860163,,
DI20240828055100-15868595,DI20240828055100,Kapital,"8/28/2024, 5:26:02 PM",2024-08-28 17:26:02,Control comunista. ,15860699,,
DI20240828055100-15860122,DI20240828055100,Ciutadana,"8/27/2024, 11:15:49 PM",2024-08-27 23:15:49,Bravo per AE!,,,
DI20240828055100-15859870,DI20240828055100,Convidat,"8/27/2024, 10:20:55 PM",2024-08-27 22:20:55,"Prou de lleis omnibus, un desgavell legal que només passa aquí. ",,,
DI20240828055100-15860160,DI20240828055100,Lluis,"8/27/2024, 11:25:08 PM",2024-08-27 23:25:08,I a Argentina ,15859870,,
DI20240828055100-15860560,DI20240828055100,Joan,"8/28/2024, 12:53:13 AM",2024-08-28 00:53:13,I a Venezuela,15860160,,
DI20240828054900-15862642,DI20240828054900,Jean,"8/28/2024, 6:17:13 AM",2024-08-28 06:17:13,"Escandalos, pis turistic a booking 55 m , 300 eur 4 nits, 75 euros/dia, multiplicat per 30 dies 2250 euros mes benefis.. Resulta que tan sols hi hagi 4 immigrés treballadors els hi surt a sols 562 euros per barba !!! per aixó estan plens tot l'any il els preus són els que són, vaja truc, no entenc com els propietaires convencionals no transformen el pisos normals de lloguer per pis touristis.. Es que son burros.!c",,,
DI20240828054900-15862519,DI20240828054900,josep,"8/28/2024, 6:03:53 AM",2024-08-28 06:03:53,29? aquest son els pisos il·legals turístics que hi ha només al meu edifici! ,,,
DI20240828054900-15862380,DI20240828054900,Comunistoide a la caverna,"8/28/2024, 5:48:39 AM",2024-08-28 05:48:39,"Ni cas, al comunista marginal que emplena els apartaments turìstics d emigrants. Aquest no deu tindre, apart del batxillerat elemental, ni una feina estable, ni una familia que alimentar, ni un mínim d’integració al país que li dona de menjar. ",,,
DI20240828054900-15862051,DI20240828054900,A l’intel-ligent de 50 m,"8/28/2024, 5:11:59 AM",2024-08-28 05:11:59,S’ha d’èsser cabrestro i ressentit per dir que quasi tots els apartaments turìstics “ son pasteres plens d’emigrants “. Si l’enveja pogués volar taparia les poques llums  dels 4 inútils que mai han sabut prosperar i que odien a les families que gràcies a llogar pisos turístics obtenen un remanent per la familia i un medi més de subsistència.,,,
DI20240828054900-15862356,DI20240828054900,l’intel-ligent,"8/28/2024, 5:46:30 AM",2024-08-28 05:46:30,"Si sabessis el meu nom segur que callaries de cop, ja que ben segur em coneixeries, probablement sóc dels que més paguen d IBI d'aquest país, l'altra és que com bé saps els descontrols de preus de lloguers d Andorra és bona part provocada pels preus dels pisos desorbitats turístics plens de gent tot l any i NO TURISTES presisament, l'altra és que segur que tens un company de confiança de la policia, pregunta-li el que troben en aquests pisos, i últim ben segur que n'hi han de sanejats i controlats d'aquestos pisos (i que no fan diner negre sense declarar ) però molt pocs.! Ja saps..Quan Carroi es posa el capell, pluja o neu a la vall del Consell.",15862051,,
DI20240828054900-15860913,DI20240828054900,50 m 9 persones,"8/28/2024, 2:13:25 AM",2024-08-28 02:13:25,"La immensa majoria dels pisos turístics d'Andorra són pasteres plens d'immigrants que hi estan tot l'any, pocs es fan servir per turisme. Els llits els relloguen entre ells, he vist fins i tot amb matalàs a la banyera, la parròquia especialitzada i pionera és Canillo, pot ser perquè els propietaris siguin consellers?",,,
DI20240828054900-15862526,DI20240828054900,Susana,"8/28/2024, 6:04:29 AM",2024-08-28 06:04:29,"Els contractes dels pisos turístics no haurien de ser de gent amb permís de treball al país, ( si no no són turistes , els inquilins no haurien d'excedir mes d un mes de permanència al pis (si no no són turistes), com als hotels hauria de ser obligatori registrar i declarar cada dia a govern noms i provinença dels ocupants i dies a pernoctar, (com a reals turistes), les factures cobrades ( i totes) han de quadrar amb el llibre de registres de turistes i govern, i més inspeccions. Amb això s'han acabat els pisos pastera con han escrit anteriorment.",15860913,,
DI20240828054900-15861673,DI20240828054900,reality,"8/28/2024, 4:33:22 AM",2024-08-28 04:33:22,Si ho tens tant clar jo aniria a ficar una denúncia en persona a la policia. A veure si de pas ens posem a denunciar rellogats que els fan pagar un preu superior al que paguen al propietari...que després uns carden la llana i altres s'emporten la fama...,15860913,,
DI20240828054900-15862074,DI20240828054900,50 m 9 persones,"8/28/2024, 5:14:02 AM",2024-08-28 05:14:02,"No pas !! amb aquesta gent no s'hi juga, hi va de perdre el coll, ja no són els pobres innocents de fa un parell d'anys, hi ha tota mena de tràfics i bisness en els pisos ,ja ho anireu veient, alguns curiosament progressen molt ràpidament d'economia, amb l'excusa del treballador víctima pastera temporal indispensable pel pais que prediquen politics i CEA , el diable ça colat a casa. TicTac",15861673,,
DI20240828054900-15860654,DI20240828054900,Caça de Bruixes,"8/28/2024, 1:16:06 AM",2024-08-28 01:16:06,"Si un pis turistic incompleix sistemàticament la llei, que sigui sancionat.",,,
DI20240828054900-15860310,DI20240828054900,Santi,"8/27/2024, 11:55:11 PM",2024-08-27 23:55:11,"Visc de lloguer i a l'edifici hi ha varis pisos turístics, de fet al mateix replà n'hi ha. Conviure provoca moltes molèsties, gent estranya vàries vegades per setmana, sorolls, brutícia i que a un pis amb capacitat per 2-4 persones s'hi fiquen 8. ës un problema, mai compreu un pis on hi hagi apartaments turístics.",,,
DI20240828054900-15860406,DI20240828054900,Fes algo,"8/28/2024, 12:20:18 AM",2024-08-28 00:20:18,"Segur que es ilegal, denuncia",15860310,,
DI20240828054900-15860528,DI20240828054900,Cristina,"8/28/2024, 12:43:47 AM",2024-08-28 00:43:47,JO ESTIC A LA COSTA BRAVA I TAMBE ESTEM AIXI,15860406,,
DI20240828054900-15864113,DI20240828054900,?,"8/28/2024, 8:29:19 AM",2024-08-28 08:29:19,I què té a veure una casa amb un pis? Que et ficaràs al carrer o el jardí de la casa a dormir? ,15860528,,
DI20240828054900-15860194,DI20240828054900,Jo,"8/27/2024, 11:32:07 PM",2024-08-27 23:32:07,Als de la gent de renom també? A soldeu hi han uns quants i com són de qui són d'els hi permet tot,,,
DI20240828054900-15860004,DI20240828054900,A l'Hotel,"8/27/2024, 10:50:58 PM",2024-08-27 22:50:58,Pisos turístics FORA!.,,,
DI20240828054900-15860357,DI20240828054900,Carme,"8/28/2024, 12:05:45 AM",2024-08-28 00:05:45,Tota la raó! Al Hotel! ,15860004,,
DI20240826054000-15845068,DI20240826054000,Olallo Carallo,"8/26/2024, 10:27:14 AM",2024-08-26 10:27:14,Fora cupaires del nostre Comú,,,
DI20240826054000-15843199,DI20240826054000,josep,"8/26/2024, 7:50:00 AM",2024-08-26 07:50:00,Ganduls     l as clavat. ,,,
DI20240826054000-15842644,DI20240826054000,GANDULS,"8/26/2024, 7:07:28 AM",2024-08-26 07:07:28,"Ja estem amb la història de sempre, engreixar plantilles i no obligar als que ja hi ha a treballar segons la seva obligació. Més gent a tocar-se a la pampa, Cu...ons obligueu a treballar i que deixin de passejar amb cotxes i tot el dia enganxats al mòvil... però clar, és més fàcil posar més gent, acontentar els quatre ganduls i posar més gent així la resta té més dies de festa, descans, etc.",,,
DI20240823064000-15814044,DI20240823064000,Pàries socials,"8/22/2024, 11:07:02 PM",2024-08-22 23:07:02,Quí voldria emancipar-se al Pas de la Casa......?,,,
DI20240823063800-15818447,DI20240823063800,Floreta,"8/23/2024, 10:17:08 AM",2024-08-23 10:17:08,Aneu proposant d'apujar els salaris i de reduir els lloguers! Així ens carregarem les empreses i la disponibilitat de pisos per a llogar. ,,,
DI20240823063800-15817066,DI20240823063800,Estripagecs,"8/23/2024, 7:47:54 AM",2024-08-23 07:47:54,"El remei no passa per decretar increments de salari al sector privat, ja que la rentabilitat del mercat en la seva immensa majoria es justa en els millors del casos. Escanyar el sector privat portara reduccio de costos d’estructura i aixo vol dir reduccio de plantilla i doncs increment de l’atur.",,,
DI20240823055800-15819547,DI20240823055800,Volem democràcia,"8/23/2024, 12:55:24 PM",2024-08-23 12:55:24,"Uy tio, visc al pas i està molt lluny. Si llogo un pis a Encamp o a Sant Julià no m'arriba per les vacances de Mallorca, a més a sobre he de pagar el crédit per la nova moto que vaig comprar fa un any. També em volia comprar-me el nou iPhone que els capitalistes de merda han tret al mercat. Exigim al govern un pis al centre. Es a dir, volem democràcia i llibertat",,,
DI20240823055800-15820213,DI20240823055800,Milton d’Areny-Plandolit,"8/23/2024, 2:23:12 PM",2024-08-23 14:23:12,"Exacte, es pensen que els diners cauen del cel. No volen viure al Pas però volen anar de vacances a Mallorca o de motxilleros al Perú per fer fotos amb l’iPhone 15 Pro i poder-ho penjar a l’instagram i fer el merda. Si volen viure “al centre” doncs a guanyar més diners per poder pagar-se un piset més car.",15819547,,
DI20240823055800-15818344,DI20240823055800,Tot no pot ser,"8/23/2024, 10:07:01 AM",2024-08-23 10:07:01,Jo visquen Andorra la vella he portat més de 10anys treballan al Pas i no ha sigut cap drama.,,,
DI20240823055800-15819660,DI20240823055800,Pito,"8/23/2024, 1:10:54 PM",2024-08-23 13:10:54,Exactament,15818344,,
DI20240823055800-15819090,DI20240823055800,tru,"8/23/2024, 11:41:57 AM",2024-08-23 11:41:57,Perque hi ha molt capritxós...i pot ser no tant necesitat.,15818344,,
DI20240823055800-15818118,DI20240823055800,Mr,"8/23/2024, 9:44:02 AM",2024-08-23 09:44:02,"Un exemple més de que qui es queixa dels preus són els que potencien aquesta pujada. Tot al centre, tots al centre... Però amb preus de 100km més enllà xD no nois, la vida no funciona així haha",,,
DI20240823055800-15818063,DI20240823055800,Josep Maria Rotschild,"8/23/2024, 9:38:23 AM",2024-08-23 09:38:23,"Que no tens cotxe per anar a treballar? Doncs mala sort, agafa el bus. Ser pobre és trist i frustrant. Jo si fos pobre estaria molt emprenyat i la mala llet la faria servir per treballar dur, guanyar més diners que els altres, sortir de la pobresa, invertir i fer-me ric. Aquests joves fan servir la mala llet de ser pobres només per queixar-se. És l’estat de l’esperit i la mentalitat equivocada.",,,
DI20240823055800-15818682,DI20240823055800,T'has  lluït,"8/23/2024, 10:48:31 AM",2024-08-23 10:48:31,"Podria  entendre el teu comentari si diguessis que la vida amb si ja es un sacrifici,  però voler vendre la moto que treballant dur amb 1000 i pocs euros i un cost de vida de 3000 per posar un exemple sortiràs de pobre es tenir la cara molt dura, el que surt de pobre no es així, ho té un cop de sort, ho és un màfies i trafica amb algo, ho viu de la gran mamella de la padrina que cada dia estarà més aixuta ",15818063,,
DI20240823055800-15819529,DI20240823055800,Milton d’Areny-Plandolit,"8/23/2024, 12:52:55 PM",2024-08-23 12:52:55,Els salaris els determinen la productivitat! Si vols guanyar més diners la única solució és fer-te més productiu o treballar en sectors que primin la productivitat.,15818682,,
DI20240823055800-15820286,DI20240823055800,Aquest és el preu,"8/23/2024, 2:33:48 PM",2024-08-23 14:33:48,I tu que saps lo que jo guanyo  poder més que tu fantasma ,15819529,,
DI20240823055800-15819258,DI20240823055800,Xavier Gerard Mil-llei,"8/23/2024, 12:03:41 PM",2024-08-23 12:03:41,"Si només cobres un salari de 1000 Euros és perquè això és el que vals. Que és una misèria? Sí, ho és, però el mercat et valora així, per tant el problema el tens tu, de no poder aportar un valor del teu treball més gran al mercat. No et preguntis què pot fer el mercat per tu, pregunta’t què pots fer tu per cobrar més del mercat laboral.",15818682,,
DI20240823055800-15820142,DI20240823055800,Apreta el tornillo,"8/23/2024, 2:12:51 PM",2024-08-23 14:12:51,"No, lo que hi ha es molt mafiós  disposat a aprofitar-sé dels altres, no t'he vist la cara però amb el teu comentari ja tinc una idea de lo que vals tu també, poc menys que un zero a l'esquerra ",15819258,,
