index,comment_id,article_id,comment_author,comment_datetime_displayed,comment_datetime,comment_content,comment_in_answer_to,comment_likes,comment_dislikes,article_type,topic,article_title,input_text
876,DI20240903055500-15919379,DI20240903055500,Mestressa de casa,"9/2/2024, 10:33:08 PM",2024-09-02 22:33:08,"Continuem maquillant que els preus continuen pujant, però una mica menys que l'any passat.",,,,article,UE,"L’IPC avançat de l’agost baixa fins al 2,1%","[ARTICLE TITLE] L’IPC avançat de l’agost baixa fins al 2,1% Continuem maquillant que els preus continuen pujant, però una mica menys que l'any passat."
877,DI20240926064000-16824331,DI20240926064000,Ignasi,"9/25/2024, 10:53:23 PM",2024-09-25 22:53:23,"El cronista dona i deixa per escrit que creixement econòmic es igual a generació de riquesa. Segurament, aquest es el problema actual. No veiem que estem hipotecant el futur del país, de fet la ultima part si que accepta que la forma amb la qual estem tapant els forats no es sostenible!!!! Ara si concorida son els dolents de la pelicula i pel diari el govern actual ho fa tot bé… es espectacular el nivell actualment. Andorra ha de mirar mes lluny que el demà ",,,,opinion,pensions,Més assalariats,"[ARTICLE TITLE] Més assalariats El cronista dona i deixa per escrit que creixement econòmic es igual a generació de riquesa. Segurament, aquest es el problema actual. No veiem que estem hipotecant el futur del país, de fet la ultima part si que accepta que la forma amb la qual estem tapant els forats no es sostenible!!!! Ara si concorida son els dolents de la pelicula i pel diari el govern actual ho fa tot bé… es espectacular el nivell actualment. Andorra ha de mirar mes lluny que el demà "
878,DI20240926064000-16792790,DI20240926064000,DESANGRATS ESTEM,"9/25/2024, 10:37:50 PM",2024-09-25 22:37:50,"De quina activitat econòmica parleu? Si fot tot mes pena que res mes, el dia que aturi la construcció aquí no queda absolutament resssss, no hi ha ressssss mes, no s’ha fet absolutament res per tenir una base econòmica solida i potent sols queden 4 supermercats que es maten entre ells per que no venen res i 4 botigues caduques plenes, tot ple de treballadors pastera del 3 mon que no parlen llengües i no estant formats amb res i un país vaixell que en el millor dels casos li entra aigua per els 4 punts cardinals, alè que mogui el cul govern que amb tants anys com porten al poder no han fet res mes que anar molt be ells, la rest CACA",,,,opinion,pensions,Més assalariats,"[ARTICLE TITLE] Més assalariats De quina activitat econòmica parleu? Si fot tot mes pena que res mes, el dia que aturi la construcció aquí no queda absolutament resssss, no hi ha ressssss mes, no s’ha fet absolutament res per tenir una base econòmica solida i potent sols queden 4 supermercats que es maten entre ells per que no venen res i 4 botigues caduques plenes, tot ple de treballadors pastera del 3 mon que no parlen llengües i no estant formats amb res i un país vaixell que en el millor dels casos li entra aigua per els 4 punts cardinals, alè que mogui el cul govern que amb tants anys com porten al poder no han fet res mes que anar molt be ells, la rest CACA"
879,DI20240926060000-17065020,DI20240926060000,estres laboral,"9/26/2024, 3:50:05 AM",2024-09-26 03:50:05,Aviam si controleu millor el protocol de les baixes laborals que sembla un despropòsit ,,,,article,pensions,"El dèficit de la CASS era al juny de 15,7 milions d’euros","[ARTICLE TITLE] El dèficit de la CASS era al juny de 15,7 milions d’euros Aviam si controleu millor el protocol de les baixes laborals que sembla un despropòsit "
880,DI20240926060000-17018898,DI20240926060000,La borsa o la vida !,"9/26/2024, 12:23:52 AM",2024-09-26 00:23:52,"El context estructural de la suposada crisi de les pensions és el procés de privatització de la caixa de la seguretat social a mans de bancs, asseguradores i el propi mercat financer  que ja es freguen les mans amb el suculent botí de les pensions públiques.",,,,article,pensions,"El dèficit de la CASS era al juny de 15,7 milions d’euros","[ARTICLE TITLE] El dèficit de la CASS era al juny de 15,7 milions d’euros El context estructural de la suposada crisi de les pensions és el procés de privatització de la caixa de la seguretat social a mans de bancs, asseguradores i el propi mercat financer  que ja es freguen les mans amb el suculent botí de les pensions públiques."
881,DI20240926060000-17042405,DI20240926060000,No estarà tancat el tema?,"9/26/2024, 12:34:27 AM",2024-09-26 00:34:27,"Per cert on paren els 9 milions ja se sap alguna cosa, HO ES TEMA ENTERRAT COM SEMPRE? Imagino que  la fiscalia ja esta treballant amb el tema i posa tota la carn a la graella perquè apareguin ho els responsables paguin els plats trencats, segurament deu ser aixÍ  ",17018898,,,article,pensions,"El dèficit de la CASS era al juny de 15,7 milions d’euros","[ARTICLE TITLE] El dèficit de la CASS era al juny de 15,7 milions d’euros Per cert on paren els 9 milions ja se sap alguna cosa, HO ES TEMA ENTERRAT COM SEMPRE? Imagino que  la fiscalia ja esta treballant amb el tema i posa tota la carn a la graella perquè apareguin ho els responsables paguin els plats trencats, segurament deu ser aixÍ  "
882,DI20240926060000-17065480,DI20240926060000,MI,"9/26/2024, 4:36:25 AM",2024-09-26 04:36:25,"imagines massa, la fiscalia treballa a ordre del que té el poder",17042405,,,article,pensions,"El dèficit de la CASS era al juny de 15,7 milions d’euros","[ARTICLE TITLE] El dèficit de la CASS era al juny de 15,7 milions d’euros imagines massa, la fiscalia treballa a ordre del que té el poder"
883,DI20240926060000-16909342,DI20240926060000,Joan Pere,"9/25/2024, 11:33:40 PM",2024-09-25 23:33:40,"Antonio, suposo que tindràs un sou de mes de 4.000€, perque amb els que tenim la majoria de la població i les despesses generals tan altes, impossible pagar impostos superiors.",,,,article,pensions,"El dèficit de la CASS era al juny de 15,7 milions d’euros","[ARTICLE TITLE] El dèficit de la CASS era al juny de 15,7 milions d’euros Antonio, suposo que tindràs un sou de mes de 4.000€, perque amb els que tenim la majoria de la població i les despesses generals tan altes, impossible pagar impostos superiors."
884,DI20240926060000-16789219,DI20240926060000,Antonio,"9/25/2024, 10:36:02 PM",2024-09-25 22:36:02,"Hay que subir los impuestos de la seguridad social, de la parte del trabajador, que son los que más usan los servicios. ",,,,article,pensions,"El dèficit de la CASS era al juny de 15,7 milions d’euros","[ARTICLE TITLE] El dèficit de la CASS era al juny de 15,7 milions d’euros Hay que subir los impuestos de la seguridad social, de la parte del trabajador, que son los que más usan los servicios. "
885,DI20240926060000-17068876,DI20240926060000,Taylor,"9/26/2024, 9:05:45 AM",2024-09-26 09:05:45,O muy rico o comunista el Antonio.,16789219,,,article,pensions,"El dèficit de la CASS era al juny de 15,7 milions d’euros","[ARTICLE TITLE] El dèficit de la CASS era al juny de 15,7 milions d’euros O muy rico o comunista el Antonio."
886,DI20240926060000-17065256,DI20240926060000,Ostres,"9/26/2024, 4:17:07 AM",2024-09-26 04:17:07,Aquest Sr. molt sobrat per la vida. Actualment hi ha més de 400 persones amb cancer .,16789219,,,article,pensions,"El dèficit de la CASS era al juny de 15,7 milions d’euros","[ARTICLE TITLE] El dèficit de la CASS era al juny de 15,7 milions d’euros Aquest Sr. molt sobrat per la vida. Actualment hi ha més de 400 persones amb cancer ."
887,DI20240926055300-17065552,DI20240926055300,Carles,"9/26/2024, 4:42:54 AM",2024-09-26 04:42:54,Que mirin quin telèfon tenen els que van a demanar ajudes. Telefons de més de 500€. Per això alguns sí que tenen diners.,,,,article,pensions,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,[ARTICLE TITLE] Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials Que mirin quin telèfon tenen els que van a demanar ajudes. Telefons de més de 500€. Per això alguns sí que tenen diners.
888,DI20240926055300-16855066,DI20240926055300,Ras i curt,"9/25/2024, 11:08:04 PM",2024-09-25 23:08:04,"Pues és molt fàcil, si hi ha diners per a l’obra pública, sous dels funcionaris, càrrecs de tot tipus, els 8 Comús i la legió de refugiats de guerra i desplaçats diversos, té que haver per pagar els gastos d’Afers Socials.",,,,article,pensions,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,"[ARTICLE TITLE] Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials Pues és molt fàcil, si hi ha diners per a l’obra pública, sous dels funcionaris, càrrecs de tot tipus, els 8 Comús i la legió de refugiats de guerra i desplaçats diversos, té que haver per pagar els gastos d’Afers Socials."
889,DI20240926055300-16987710,DI20240926055300,LLEI DEL DESAMPARO,"9/26/2024, 12:09:31 AM",2024-09-26 00:09:31,Nous requisits 2023/24.,16855066,,,article,pensions,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,[ARTICLE TITLE] Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials Nous requisits 2023/24.
890,DI20240926055300-17064260,DI20240926055300,Sense voler ser Barcenas,"9/26/2024, 2:06:27 AM",2024-09-26 02:06:27,"Per cert! Torno a repetir a Espanya fins i tot el BARCENAS  va tenir dret a cobrar el atur amb mils de euros a Suïssa , aquí el mes desgraciat del mon no te dret ni a cobertura sanitària i menys al atur per molt que digui aquesta senyora de la foto ",16987710,,,article,pensions,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,"[ARTICLE TITLE] Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials Per cert! Torno a repetir a Espanya fins i tot el BARCENAS  va tenir dret a cobrar el atur amb mils de euros a Suïssa , aquí el mes desgraciat del mon no te dret ni a cobertura sanitària i menys al atur per molt que digui aquesta senyora de la foto "
891,DI20240926055300-17064090,DI20240926055300,Perquè no,"9/26/2024, 1:40:20 AM",2024-09-26 01:40:20,Sí Senyor...,16987710,,,article,pensions,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,[ARTICLE TITLE] Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials Sí Senyor...
892,DI20240926055300-17063791,DI20240926055300,PAIS,"9/26/2024, 12:57:24 AM",2024-09-26 00:57:24,Las clavat!! ,16987710,,,article,pensions,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,[ARTICLE TITLE] Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials Las clavat!! 
893,DI20240926055300-16834670,DI20240926055300,elena,"9/25/2024, 10:58:19 PM",2024-09-25 22:58:19,"ajuts economics ocasionals, poden ser una mica mes explicits, no sabem a qui van destinats aquets diners, potser si ho expliquen ho entendrem, per que amb aixo lo unic que pensem es que uns quants s'aprofiten del sistema , mentres la majoria tenim de treurens nosaltres les castanyes del foc ",,,,article,pensions,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,"[ARTICLE TITLE] Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials ajuts economics ocasionals, poden ser una mica mes explicits, no sabem a qui van destinats aquets diners, potser si ho expliquen ho entendrem, per que amb aixo lo unic que pensem es que uns quants s'aprofiten del sistema , mentres la majoria tenim de treurens nosaltres les castanyes del foc "
894,DI20240926055300-16755356,DI20240926055300,INCOMPETENS,"9/25/2024, 10:19:50 PM",2024-09-25 22:19:50,Tanqueu la porta de una P... vegada i deixeu de emplenar el país de misèria. ,,,,article,pensions,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,[ARTICLE TITLE] Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials Tanqueu la porta de una P... vegada i deixeu de emplenar el país de misèria. 
895,DI20240926055300-16637867,DI20240926055300,Farmiento,"9/25/2024, 9:24:32 PM",2024-09-25 21:24:32,Així estan els bars i granjes plenes tot el dia..!,,,,article,pensions,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,[ARTICLE TITLE] Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials Així estan els bars i granjes plenes tot el dia..!
896,DI20240926055300-16865046,DI20240926055300,Ets igual,"9/25/2024, 11:12:45 PM",2024-09-25 23:12:45,Com ho saps?,16637867,,,article,pensions,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,[ARTICLE TITLE] Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials Com ho saps?
897,DI20240926055300-17063801,DI20240926055300,PAIS,"9/26/2024, 12:58:34 AM",2024-09-26 00:58:34,+1,16865046,,,article,pensions,Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials,[ARTICLE TITLE] Les ajudes ocasionals es mengen la resta de subvencions d’Afers Socials +1
898,DI20240925161100-16393681,DI20240925161100,Les pensions son sagrades,"9/25/2024, 7:28:06 AM",2024-09-25 07:28:06,"Perquè les pensions s'han de pagar només amb les cotitzacions? Si totes les despeses públiques en un Estat es paguen amb impostos mai a la vida han de córrer perill les pensions, si hi ha diners per a obra pública n'hi ha d'haver per pagar les pensions.",,,,article,pensions,"El dèfici de la CASS s'enfila a 15,7 milions fins al juny","[ARTICLE TITLE] El dèfici de la CASS s'enfila a 15,7 milions fins al juny Perquè les pensions s'han de pagar només amb les cotitzacions? Si totes les despeses públiques en un Estat es paguen amb impostos mai a la vida han de córrer perill les pensions, si hi ha diners per a obra pública n'hi ha d'haver per pagar les pensions."
899,DI20240925161100-16394583,DI20240925161100,NO TOTES PERILLEN,"9/25/2024, 8:28:36 AM",2024-09-25 08:28:36,"NO te preocupis que les pensions vàries de segons qui aquestes no perill , mentre hi ha gent que cobra una bona merda, COM VOL4N QUE 3L POBLE NO ESTIGUI MES QUE CREMAT? FINS LA CORONILLA DE TOTS, les que perill en són les dels desgraciats de sempre, les altres BAJO LLAVE ",16393681,,,article,pensions,"El dèfici de la CASS s'enfila a 15,7 milions fins al juny","[ARTICLE TITLE] El dèfici de la CASS s'enfila a 15,7 milions fins al juny NO te preocupis que les pensions vàries de segons qui aquestes no perill , mentre hi ha gent que cobra una bona merda, COM VOL4N QUE 3L POBLE NO ESTIGUI MES QUE CREMAT? FINS LA CORONILLA DE TOTS, les que perill en són les dels desgraciats de sempre, les altres BAJO LLAVE "
